,nbr_retweet,period,botscore,cleaned_tweet,identity,retweet
79,0,2,0.3551862170861128,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Human,0
80,0,2,0.33655519548719853,coronavirus cfr  total  china dead thaijap sing hk australtaiw malaypaktaip macaurus frskus germonacoviet ethmexperuuae can austriabrazita cambcdivoirefinhungindisrkennepnigeriaparagphilpolsarabiasltibetturkukzam comkptgubny,Human,0
81,0,2,0.5565870373496533,persontoperson transmission seen least  country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
82,0,2,0.14812070832967303,sars infected  globally  chinacoronavirus passed  coronavirus china,Human,0
83,2,2,0.7409598586102422,current threat different country australia wild fire china coronavirus brazil flood india bjprss whats happening world khubaibrah bebaqtrollziddi sarifaishwaria ahanafatima jiyakha akgood mukeshk commcxnsuu,Bot,2
84,1,2,0.4744885412906753,country like morocco made provision immediate evacuation national china coronavirus affected region nigerian government closing chinise mall abuja folding hand country messi coronavirusoutbreak,Human,1
85,0,2,0.3742667881821624,respect honesty owner thats totally sensible anyone who away china even wuhan nz kiwi coronavirus,Human,0
86,1,2,0.413569897933165,number confirmed coronavirus case overtaken  sars outbreak sars china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus ,Human,1
87,0,2,0.11116719108518804,ncov update  dead  confirmed case mainland china m people affected due partial total lockdown chinese city who declares new coronavirus pheic public health emergency intl concern,Human,0
88,1,2,0.3184188561317807,help u publishing link help raise awareness suffering syria syrie cest dur  regarder mais important de savoir assadgenocide assadcrimes assadtorture chemicalassad putinatwar idlibunderfire whitehelmets idlib china coronavirus ,Human,1
89,1,2,0.3742667881821624,respect honesty owner thats totally sensible anyone who away china even wuhan nz kiwi coronavirus ,Human,1
90,0,2,0.05624491210051878,still flight coming australia china coronavirus,Human,0
91,0,2,0.7855076010068447,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
92,2,2,0.7248402160410153,coronavirus latest number  confirmed coronavirus case worldwide  suspected case  death china  seriouscritical condition italy report two positive case stop air traffic china,Bot,2
93,0,2,0.07089257330076087,coronavirus china sack possible execution senior city health official unable answer basic question,Human,0
94,1,2,0.11956986651967942,yestrue generic ace  receptor blocker like losartan candesartan etc could used block virus attaching receptor blood pressure drug chance arb widely used china md prefer others hypertension coronavirus ,Human,1
95,14,2,0.19466773728450495, mounting food supply effect coronavirus china cancel order salmon norway chile ,Human,14
96,0,2,0.3184188561317807,china take various measure combat novel coronavirus comaqubdlm,Human,0
97,0,2,0.09590276214117437,death toll actually  across china new death reported outside mostaffected hubei province central china coronavirusoutbreak coronavirus,Human,0
98,0,2,0.8929942165253121,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
99,0,2,0.28378247513569405,people demanding number pneumonia death including china compare expected amount see many undiagnosed coronavirus death might going on,Human,0
100,0,2,0.5967761711282766,explainer rapid spread china coronavirus fuel global alarm,Bot,0
101,0,2,0.0825396626774012,greghuntmp acknowledged public health emergency  coronavirusoutbreak scottmorrisonmp allowing aircraft land frm china person hv confirmed coronavirus gc frm domestic flight gc airport taking extra precaution scottmorrisonmp nothing auspol,Human,0
102,1,2,0.3551862170861128,oh world health organization declared global emergency coronavirus thankschina,Human,1
103,29,2,0.06078011352084069,coronavirus death toll china rise  report afp news agency quoting official,Human,29
104,0,2,0.04811366570775446,breaking appears coronavirus kill chinese people  death located within china coronavirus,Human,0
105,0,2,0.8929942165253121,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
106,0,2,0.10328573467123618,new coronavirus declared global emergency world health organization outbreak continues spread outside china bbc news coronavirus declared global health emergency ,Human,0
107,14,2,0.1285158337598371,update till   january beijing time total  case novel coronavirus china  suspected case  discharged hospital  death comrquyjbjjz,Human,14
108,0,2,0.300816711527256,china economy likely hit historic low year winter come continue    coronavirus pneumonia wuhan china infectiousdisease ,Human,0
109,0,2,0.393746460000491,coronavirus outbreak started china officially declared global public health emergency coronavirusoutbreak lka who globalemergency coronaviruschinasri lanka,Human,0
110,0,2,0.5768086562548855,declares china coronavirus global health emergency killed ,Bot,0
111,0,2,0.5768086562548855,coronavirus outbreak started china officially declared global public health emergency coronavirusoutbreak lka who globalemergency coronaviruschina,Bot,0
112,2,2,0.15881746424200632,report juliaholli shi muying uk resident visiting family wuhan china true coronavirus infection number higher reported due limited testing capacity likely infected staying home hospital unable admit everyone ,Human,2
113,20,2,0.3742667881821624,new coronavirus declared global emergency world health organization outbreak continues spread outside china bbcworld coronavirus bbc comvtbsmmhw,Human,20
114,0,2,0.08899515596679244,air travel cruise obviously suffer coronavirus epidemic traveller also responsibility make sensible decision travelmedia airline cruising coronavirus qantas keep china flight scheduled new daily ,Human,0
115,0,2,0.300816711527256,genevabased world health organisation declared thursday friday aedt coronavirus epidemic china constitutes public health emergency international concern,Human,0
116,0,2,0.15881746424200632,theyre probably made lead too lawl coronavirus blackdeath theplague despicableme despicablememe corona amemerica china yourmom coronavirusmemes wuhanchina weirdflexbutokay coronabeervirus beervirus meme goodmorning comxpontnopak,Human,0
117,0,2,0.05624491210051878,fire tedros adhanom favor china late declare coronavirus,Human,0
118,59,2,0.18207903130928815,coronavirus russia possible several case coronavirus russia visitor china showing symptom four season hotel moscow retweet truth comyowdtbh,Human,59
119,0,2,0.06078011352084069,entire thread basically leader sucking china like cmon hid covered disease week theyve known since end december might problem yet let citizen know nearly midjanuary coronavirus ,Human,0
120,0,2,0.7855076010068447,need help provide n medical mask medical goggles hand sanitizers glove vitamin c e b supplement help contain virus china coronavirus china u,Bot,0
121,2,2,0.413569897933165,swear god die fucker china ate bat ill fucken fuming coronavirus,Human,2
122,19,2,0.07089257330076087,needed face mask taaleruption shortage due hoarding price increase still need protect coronavirus came china people refused ban inspite lockdown even rushed give away free commvyvlnsyk,Human,19
123,0,2,0.14812070832967303, dead case  china coronavirus really fitting global health emergency,Human,0
124,1,2,0.7855076010068447,declares china coronavirus outbreak international emergency ,Bot,1
125,4,2,0.15881746424200632,so china spraying disinfectant air along road halt spread nonairborn coronavirus fun got it,Human,4
126,1,2,0.7713044789889335,bakkajapan  people refused testing tokyo return wuhan china allowed japanese government go home tested positive coronavirus,Bot,1
127,10,2,0.06565556198004287,china take various measure combat novel coronavirus comcozelcvx,Human,10
128,0,2,0.300816711527256,google temporarily closing china hongkong taiwan office due coronavirus ,Human,0
129,1,2,0.413569897933165,china coronavirus death toll rise  infects  people  people kept observation possible infection china wuhan coronavirus chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus ,Human,1
130,159,2,0.027614042942260764,duterte ban travel china virus epicenter senator,Human,159
131,8,2,0.1285158337598371,good news coronavirusoutbreak  new confirmed case  new death doctor china figuring effective treatment antiviral drug coronavirus,Human,8
132,0,2,0.3184188561317807,help u publishing link help raise awareness suffering syria syrie cest dur  regarder mais important de savoir assadgenocide assadcrimes assadtorture chemicalassad putinatwar idlibunderfire whitehelmets idlib china coronavirus ,Human,0
133,1,2,0.15881746424200632,so china spraying disinfectant air along road halt spread nonairborn coronavirus fun got it ,Human,1
134,0,2,0.18207903130928815,coronavirus outbreak test worlds dependence china via nytimes economy ,Human,0
135,0,2,0.18207903130928815,uprightpose posture trainer im learning new way secretly slump coronavirus chinavirus impeachmenttrial trump,Human,0
136,5,2,0.5156433305312286,thousand doctor nurse saying goodbye family theyre deployed wuhan fight coronavirus outbreak described coronavirus suicide mission serviceforhumanity china comomllrqi,Bot,5
137,0,2,0.11662792689320306,drtedros  who who persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Human,0
138,3,2,0.18207903130928815,chinas authoritarian government run fear  fear reporting outbreak could weak link health citizen worldwide thats one lesson slow reporting sars coronavirus hernandezjavier tell mikiebarb ,Human,3
139,0,2,0.13802618960216584,bsl lab wutan china cause ncov verified nih cdcgov who secazar sentomcotton hhsgov dhsgov coronavirus,Human,0
140,0,2,0.07089257330076087,general director say main reason global emergency declaration is happening china happening countries dailytelegraph coronavirus ,Human,0
141,0,2,0.7564524646655568,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
142,0,2,0.4744885412906753,australia waiting china approve evacuation hundred citizen coalition slammed proposing people pay extraction coronavirus ,Human,0
143,2,2,0.03508264339315584,chinas coronavirus sent wave fear around australia abc jasonom comyvhataonps,Human,2
144,0,2,0.5156433305312286,u authorizes embassy evacuation china coronavirus death toll tick ,Bot,0
145,2,2,0.11956986651967942,coronavirus death toll china risen least  according chinese authority virus spread least  country,Human,2
146,0,2,0.05624491210051878,chinazi detained  whistleblower exposed coronavirus social medium back dec  couldve avoided country trying deceive lie severity start trust red army cents comquvhdaiu,Human,0
147,0,2,0.08899515596679244,flight china u le  hour americanair tried move departure twice couldnt remember american also china visiting trying get home coronavirus,Human,0
148,2,2,0.1285158337598371,coronavirus developped american pharmaceutical industry destroy china economy conspiracytheory,Human,2
149,1,2,0.4540057291614072,proper measure coronavirus would complete ban flight china incomingoutgoing well passenger travelled china chinese stamp least  week who scared poke china,Human,1
150,0,2,0.33655519548719853,honey may measure taken already telling u create panic russia closed border china fucker went spread coronavirus four season moscow that,Human,0
151,0,2,0.0825396626774012,china coronavirus deadly day hubei record high  patient die wuhancoronavirus ,Human,0
152,6,2,0.029913823351421277,ancearlyedition salvana china strong healthcare system yet theyre struggling ncov good news scientific community responding fast scientific viewpoint think u ever seen faster response coronavirus,Human,6
153,0,2,0.25152334764543,italy suspends china flight meanwhile duterte agreed ban flight hubei already locked since last week come think still flight hubei coronavirus coronavirusph comynaofpasf,Human,0
154,0,2,0.0825396626774012,china coronavirus global health emergency declared worldhealthorganisation reversing earlier decision outbreak ,Human,0
155,0,2,0.28378247513569405,italy suspends china flight confirming first coronavirus case ,Human,0
156,2,2,0.1701324265302999,much confusion wuhan coronaqueens wuhanlockdown wuhanmarket wuhanvirus wuhanpnemonia wuhancoronavirusoutbreak coronaoutbreak coronarvirues coronavirus chinavirus coronavirususa coronavirusecuador comcisevizu,Human,2
157,2,2,0.25152334764543,chinese foreign ministry spokesperson hua chunying responds who s pheic decision china confidence capability win battle coronavirus willing work who country safeguard public health comafghfdpa,Human,2
158,3616,2,0.037980136466376074,coronavirus stunning new number running total  confirmed case worldwide v  china case yesterday  death v  yesterday  suspected case  serious critical condition region china reporting case ht vn,Human,3616
159,0,2,0.19466773728450495,temporary ban flight china coronavirus,Human,0
160,0,2,0.1285158337598371,every country supposed whats best people whether its china u singapore coronavirus time whats best philippine serious matter sir teddy teddyboylocsin sen sapbonggo mr president rrddavao,Human,0
161,2,2,0.22179568769021463,number infected people worldwide risen almost  case  death ncov coronaoutbreak coronavirus virus china wuhancoronavirus wuhan chinavirus coronarovirus coronoavirus coronavirusoutbreak who usa eu coronavirues health healthcare,Human,2
162,0,2,0.3551862170861128,russia close far east border china coronavirus report ,Human,0
163,0,2,0.3184188561317807,help u publishing link help raise awareness suffering syria syrie cest dur  regarder mais important de savoir assadgenocide assadcrimes assadtorture chemicalassad putinatwar idlibunderfire whitehelmets idlib china coronavirus ,Human,0
164,1,2,0.25152334764543,coronavirus coronavirusoutbreak why uyghurgenocide chinazi wuhanlockdown ,Human,1
165,1,2,0.07651310672792835,apparently even who afraid offending china let clear declaration vote confidence china added he also said reason limit international trade travel china wuhan coronavirus ,Human,1
166,26,2,0.04811366570775446,spreading coronavirus dr anthony fauci tell wmbrangham the thing watching carefully call sustained transmission one person another another starting happen country outside china ,Human,26
167,0,2,0.09590276214117437,hmm lysol wipe kill virus china prof new virus coronavirus comkprlf,Human,0
168,0,2,0.6545596461071505,coronavirus ncov coronavirusoutbreak second update midnightuk timejanuary   confirmed case worldwide fatality china,Bot,0
169,112,2,0.023518771605329593,colleague dr ian lipkin  famous virus hunter  frontlines coronavirus china report virus concern yes panic no comiuwduwl,Human,112
170,0,2,0.07651310672792835,student province china allowed register close observation learning institution fmtnews coronavirus ,Human,0
171,0,2,0.09590276214117437,president order cabinet member travel united state sa wuhan china na lang daw coronavirus coronavirusoutbreak,Human,0
172,5,2,0.3551862170861128,coronavirus case central china now  confirmed case  death  suspected case  discharged hospital comobhwmyuwzb,Human,5
173,3,2,0.08899515596679244,keep throat moist zombievirus china coronavirus combwwrciqf,Human,3
174,0,2,0.3184188561317807,im going back birra moretti realise corona came china coroma coronavirus coronabeer birramoretti cincin salud cheer united kingdom ,Human,0
175,2,2,0.037980136466376074,coronavirus bioweapon china stole coronavirus canada weaponized greatgameindia ,Human,2
176,0,2,0.09590276214117437,coronavirus prediction wuhan china coronavirusoutbreak breaking news comcoikogxdtz,Human,0
177,4,2,0.300816711527256,lot airline temporarily halting flight china midfebruary believe situation better then see itmaybe missing something coronavirus,Human,4
178,6,2,0.11116719108518804, airline reduced cancelled flight china bc coronavirus american airline pilot union filed lawsuit today halt u china service delta united reduced daily flight china delta offer food service crew stay hotel ,Human,6
179,0,2,0.4540057291614072,wake later north korea antichinazi antitotalitarianism coronavirus coronaviruswuhan coronaviruschina coronavirusoutbreak coronaviruswho ,Human,0
180,0,2,0.19466773728450495,yes flight attendant good you coronavirus china ,Human,0
181,0,2,0.0825396626774012,coronavirus africa african state high alert potential spread novel coronavirus huge volume traffic china african continent  perspective ghana kenya ,Human,0
182,0,2,0.0825396626774012,coronavirus effect innit honestly understand left china reminds teixeira guy playing portuguese league ,Human,0
183,8,2,0.032398754737074244,return travel rush start china chinesenewyear holiday coming end affected ongoing coronavirus outbreak traveler wear mask trip comebuqoxbjta,Human,8
184,0,2,0.04811366570775446,estamos ao vivo venha ler e traduzir texto  airline around world suspending flight china coronavirus spread ,Human,0
185,0,2,0.11956986651967942,clothfacemask effective prevention communicable disease like coronavirus not whats alternative surgical mask running stock coronaoutbreak coronaviruswho coronaviruschina comadehtvyx comqbrlbtkxt,Human,0
186,0,2,0.0825396626774012,care dad mate uncle nan girlfriend brother life china say bad tv made china thats telling is zip coronavirus,Human,0
187,1,2,0.413569897933165,britishairways halted flight china american airline suspended losangeles flight shanghai beijing effort contain new virus intensifies coronavirus,Human,1
188,10,2,0.027614042942260764,look paramilitary officer wearing mask line front tiananmen gate china hit epidemic new coronavirus ncov via reutersstringer comrvzlywz,Human,10
189,3,2,0.11956986651967942,un health agency declared international emergency deadly novel coronavirus china rarely used designation could lead improved international coordination tackling disease,Human,3
190,0,2,0.300816711527256,dude wearing eye goggles inside wuhan daily life china coronavirus quarantine zone,Human,0
191,0,2,0.3742667881821624,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Human,0
192,2,2,0.11956986651967942,american airline pilot union sue stop flight china coronavirus patient top  ,Human,2
193,0,2,0.9006136298589785,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus taiwan part china,Bot,0
194,9,2,0.3184188561317807,help u publishing link help raise awareness suffering syria syrie cest dur  regarder mais important de savoir assadgenocide assadcrimes assadtorture chemicalassad putinatwar idlibunderfire whitehelmets idlib china coronavirus commcyanwqpvc,Human,9
195,0,2,0.15881746424200632,coronavirus china ncov am january  national health health commission received total  confirmed case  death  case discharged patient  suspected case compabmcwuosr,Human,0
196,0,2,0.05624491210051878,declared global health emergency not happening china country weaker health systems stop trying protect china merely money concern notbullshitnews coronavirus ,Human,0
197,0,2,0.15881746424200632,declares global emergency china coronavirus death toll reach  reuters  wrap tonight pix denisbalibouse ,Human,0
198,2,2,0.23633691139538376,china hubei province adding  case tot   new fatality   discharged   case remain hospitalized  severe  critical,Human,2
199,1,2,0.300816711527256,singapore airline ltd said friday would reduce capacity route mainland china february due growing scale coronavirus epidemic,Human,1
200,1,2,0.33655519548719853,new strain coronavirus ncov declared global emergency world health organization outbreak continues spread outside china coronavirus who globalemergency china news,Human,1
201,122,2,0.07089257330076087,coronavirus case january  rd china th japan th singapore th australia taiwan th usa france korea th germany vietnam nd italy st india philippine china coronavirus,Human,122
202,1,2,0.11956986651967942,italy today  confirms first case coronavirus  restricts travel china italy  anything abnormal,Human,1
203,0,2,0.07651310672792835,worldhealthorganization declared coronavirus outbreak global emergency thurs china raised death toll ,Human,0
204,0,2,0.04811366570775446,coronavirus declared global health emergency who yet chief who  telling citizen need limit travel china coronavirus ncov realdonaldtrump  ,Human,0
205,0,2,0.19466773728450495,coronavirus coronavirusoutbreak china coronarvirus coronaviruswuhan worldnews pandemic latestnews wuhan coronavirus case top  country step evacuation effort ,Human,0
206,0,2,0.09590276214117437,breaking who finally declared wuhan coronavirus global health emergency mandate came least week late amid already outbreak china epidemic two day who chief acknowledged chinese govt inability contain chinapneumonia ,Human,0
207,1,2,0.08899515596679244,coronavirus coronaviruschina coronavirusaustralia pilot union filed law suit stop american airline flying china response airline included below comuluberpfj,Human,1
208,0,2,0.13802618960216584,coronavirus  death china far ,Human,0
209,0,2,0.11662792689320306,persontoperson transmission seen least country outside china  japan vietnam germany taiwan coronavirus,Human,0
210,13,2,0.08899515596679244,coronavirusoutbreak coronavirus update  confirmed case worldwide  suspected case  fatality  seriouscritical condition  treated released region china reporting case  country reporting case bno news wuhanvirus,Human,13
211,1,2,0.19466773728450495,coronavirus who declares international health emergency lie propaganda yes china great job people institutingbrick mortar wall say bye bye people sars flu pneumonia wuhan maga kag,Human,1
212,0,2,0.1285158337598371,bat delicasy china really insane weirdo could fearfactor show every week keep coronavirus china dont say stop eating keep eating shitty thing keep wuhanvirus thanks you greeting winniethepooh,Human,0
213,0,2,0.393746460000491,china one child policy  hurting chinese elderly cared coronavirus epidemic prepare event like learn this overpopulation health,Human,0
214,0,2,0.06078011352084069,im scientist disease expert maybe may sound crazy stop flight china coronavirus,Human,0
215,0,2,0.2079055732880228,um transport china shut soon aware coronavirus,Human,0
216,0,2,0.0825396626774012,trying make way china today hopefully train flight dont get cancelled coronavirus china getmethefuckoutofhere,Human,0
217,0,2,0.11956986651967942,need put message restrict travel china chinese people symptom could probably prefer treated home family doctor understand trust coronavirus spreadtheword ,Human,0
218,0,2,0.09590276214117437,breaking coronavirus declaration come number dead virus rise   across china  new case  new death thursday midnight,Human,0
219,1,2,0.28378247513569405,new coronavirus confirmed case since yesterday china  japan  singapore  taiwan  australia  malaysia  korea  usa  france  vietnam  germany  italy  india  philippine ,Human,1
